country,year,GDP per capita
Egypt,1996,6640
Egypt,1997,6870
Egypt,1998,7110
Egypt,1999,7380
Egypt,2000,7690
Egypt,2001,7810
Egypt,2002,7830
Egypt,2003,7900
Egypt,2004,8040
Egypt,2005,8210
Egypt,2006,8570
Egypt,2007,8960
Egypt,2008,9370
Egypt,2009,9570
Egypt,2010,9810
Eritrea,1990,1150
Eritrea,1991,1270
Eritrea,1992,1390
Eritrea,1993,1570
Eritrea,1994,1900
Eritrea,1995,1950
Eritrea,1996,2110
Eritrea,1997,2260
Eritrea,1998,2280
Eritrea,1999,2230
Eritrea,2000,1920
Eritrea,2001,1990
Eritrea,2002,1950
Eritrea,2003,1790
Eritrea,2004,1720
Eritrea,2005,1680
Eritrea,2006,1600
Eritrea,2007,1560
Eritrea,2008,1220
Eritrea,2009,1330
Eritrea,2010,1440
Spain,1990,27.3k
Spain,1991,28k
Spain,1992,28.3k
Spain,1993,27.8k
Spain,1994,28.4k
Spain,1995,29.2k
Spain,1996,29.9k
Spain,1997,30.9k
Spain,1998,32.2k
Spain,1999,33.5k
Spain,2000,35.1k
Spain,2001,36.3k
Spain,2002,36.7k
Spain,2003,37.1k
Spain,2004,37.6k
Spain,2005,38.3k
Spain,2006,39.1k
Spain,2007,39.7k
Spain,2008,39.4k
Spain,2009,37.5k
Spain,2010,37.3k
Estonia,1990,18.7k
Estonia,1991,17.1k
Estonia,1992,13.9k
Estonia,1993,13.2k
Estonia,1994,13.1k
Estonia,1995,13.7k
Estonia,1996,14.5k
Estonia,1997,16.4k
Estonia,1998,17.1k
Estonia,1999,16.9k
Estonia,2000,18.5k
Estonia,2001,19.6k
Estonia,2002,20.9k
Estonia,2003,22.5k
Estonia,2004,24.1k
Estonia,2005,26.4k
Estonia,2006,29.1k
Estonia,2007,31.3k
Estonia,2008,29.7k
Estonia,2009,25.4k
Estonia,2010,26k
Ethiopia,1990,886
Ethiopia,1991,782
Ethiopia,1992,680
Ethiopia,1993,721
Ethiopia,1994,723
Ethiopia,1995,736
Ethiopia,1996,792
Ethiopia,1997,793
Ethiopia,1998,741
Ethiopia,1999,745
Ethiopia,2000,761
Ethiopia,2001,793
Ethiopia,2002,780
Ethiopia,2003,738
Ethiopia,2004,803
Ethiopia,2005,868
Ethiopia,2006,931
Ethiopia,2007,1000
Ethiopia,2008,1080
Ethiopia,2009,1130
Ethiopia,2010,1240
Finland,1990,34.1k
Finland,1991,31.9k
Finland,1992,30.6k
Finland,1993,30.2k
Finland,1994,31.2k
Finland,1995,32.4k
Finland,1996,33.4k
Finland,1997,35.3k
Finland,1998,37.1k
Finland,1999,38.6k
Finland,2000,40.6k
Finland,2001,41.5k
Finland,2002,42.1k
Finland,2003,42.7k
Finland,2004,44.2k
Finland,2005,45.2k
Finland,2006,46.8k
Finland,2007,48.9k
Finland,2008,49k
Finland,2009,44.7k
Finland,2010,45.9k
Fiji,1990,7970
Fiji,1991,7700
Fiji,1992,8120
Fiji,1993,8250
Fiji,1994,8630
Fiji,1995,8810
Fiji,1996,9170
Fiji,1997,8880
Fiji,1998,8900
Fiji,1999,9580
Fiji,2000,9320
Fiji,2001,9420
Fiji,2002,9630
Fiji,2003,9640
Fiji,2004,10.1k
Fiji,2005,10k
Fiji,2006,10.1k
Fiji,2007,9940
Fiji,2008,9970
Fiji,2009,9780
Fiji,2010,10k
France,1990,35.3k
France,1991,35.3k
France,1992,35.6k
France,1993,35.1k
France,1994,35.8k
France,1995,36.3k
France,1996,36.6k
France,1997,37.3k
France,1998,38.4k
France,1999,39.4k
France,2000,40.6k
France,2001,41k
France,2002,41.1k
France,2003,41.1k
France,2004,41.9k
France,2005,42.1k
France,2006,42.8k
France,2007,43.4k
France,2008,43.2k
France,2009,41.6k
France,2010,42.1k
"Micronesia, Fed. Sts.",1990,3150
"Micronesia, Fed. Sts.",1991,3300
"Micronesia, Fed. Sts.",1992,3340
"Micronesia, Fed. Sts.",1993,3490
"Micronesia, Fed. Sts.",1994,3380
"Micronesia, Fed. Sts.",1995,3550
"Micronesia, Fed. Sts.",1996,3410
"Micronesia, Fed. Sts.",1997,3180
"Micronesia, Fed. Sts.",1998,3260
"Micronesia, Fed. Sts.",1999,3290
"Micronesia, Fed. Sts.",2000,3430
"Micronesia, Fed. Sts.",2001,3490
"Micronesia, Fed. Sts.",2002,3490
"Micronesia, Fed. Sts.",2003,3540
"Micronesia, Fed. Sts.",2004,3430
"Micronesia, Fed. Sts.",2005,3500
"Micronesia, Fed. Sts.",2006,3500
"Micronesia, Fed. Sts.",2007,3450
"Micronesia, Fed. Sts.",2008,3380
"Micronesia, Fed. Sts.",2009,3430
"Micronesia, Fed. Sts.",2010,3500
Gabon,1990,15.2k
Gabon,1991,16k
Gabon,1992,15.4k
Gabon,1993,15.8k
Gabon,1994,16.3k
Gabon,1995,16.9k
Gabon,1996,17.3k
Gabon,1997,18k
Gabon,1998,18.4k
Gabon,1999,16.4k
Gabon,2000,15.8k
Gabon,2001,15.8k
Gabon,2002,15.5k
Gabon,2003,15.5k
Gabon,2004,15.2k
Gabon,2005,15.2k
Gabon,2006,14.3k
Gabon,2007,14.7k
Gabon,2008,13.8k
Gabon,2009,13.3k
Gabon,2010,13.7k
United Kingdom,1990,32.8k
United Kingdom,1991,32.3k
United Kingdom,1992,32.3k
United Kingdom,1993,32.9k
United Kingdom,1994,34k
United Kingdom,1995,34.7k
United Kingdom,1996,35.3k
United Kingdom,1997,36.5k
United Kingdom,1998,37.5k
United Kingdom,1999,38.5k
United Kingdom,2000,39.8k
United Kingdom,2001,40.4k
United Kingdom,2002,40.9k
United Kingdom,2003,41.9k
United Kingdom,2004,42.6k
United Kingdom,2005,43.4k
United Kingdom,2006,43.9k
United Kingdom,2007,44.6k
United Kingdom,2008,44.1k
United Kingdom,2009,41.7k
United Kingdom,2010,42.3k
Georgia,1990,12.5k
Georgia,1991,9770
Georgia,1992,5330
Georgia,1993,3740
Georgia,1994,3380
Georgia,1995,3560
Georgia,1996,4050
Georgia,1997,4580
Georgia,1998,4790
Georgia,1999,4990
Georgia,2000,5150
Georgia,2001,5450
Georgia,2002,5770
Georgia,2003,6420
Georgia,2004,6800
Georgia,2005,7450
Georgia,2006,8160
Georgia,2007,9200
Georgia,2008,9420
Georgia,2009,9120
Georgia,2010,9740
Ghana,1990,2310
Ghana,1991,2380
Ghana,1992,2410
Ghana,1993,2460
Ghana,1994,2480
Ghana,1995,2530
Ghana,1996,2580
Ghana,1997,2630
Ghana,1998,2690
Ghana,1999,2740
Ghana,2000,2770
Ghana,2001,2810
Ghana,2002,2860
Ghana,2003,2920
Ghana,2004,3000
Ghana,2005,3090
Ghana,2006,3200
Ghana,2007,3250
Ghana,2008,3460
Ghana,2009,3530
Ghana,2010,3710
Guinea,1990,1410
Guinea,1991,1390
Guinea,1992,1390
Guinea,1993,1430
Guinea,1994,1450
Guinea,1995,1480
Guinea,1996,1510
Guinea,1997,1570
Guinea,1998,1610
Guinea,1999,1640
Guinea,2000,1650
Guinea,2001,1700
Guinea,2002,1760
Guinea,2003,1750
Guinea,2004,1760
Guinea,2005,1780
Guinea,2006,1770
Guinea,2007,1850
Guinea,2008,1880
Guinea,2009,1810
Guinea,2010,1860
Gambia,1990,2040
Gambia,1991,2020
Gambia,1992,2020
Gambia,1993,2010
Gambia,1994,1950
Gambia,1995,1910
Gambia,1996,1910
Gambia,1997,1930
Gambia,1998,1940
Gambia,1999,2010
Gambia,2000,2070
Gambia,2001,2130
Gambia,2002,2020
Gambia,2003,2090
Gambia,2004,2180
Gambia,2005,2070
Gambia,2006,2000
Gambia,2007,1990
Gambia,2008,2050
Gambia,2009,2120
Gambia,2010,2170
Guinea-Bissau,1990,1930
Guinea-Bissau,1991,1980
Guinea-Bissau,1992,1960
Guinea-Bissau,1993,1940
Guinea-Bissau,1994,1950
Guinea-Bissau,1995,1990
Guinea-Bissau,1996,2150
Guinea-Bissau,1997,2250
Guinea-Bissau,1998,1630
Guinea-Bissau,1999,1640
Guinea-Bissau,2000,1690
Guinea-Bissau,2001,1690
Guinea-Bissau,2002,1630
Guinea-Bissau,2003,1600
Guinea-Bissau,2004,1610
Guinea-Bissau,2005,1640
Guinea-Bissau,2006,1640
Guinea-Bissau,2007,1650
Guinea-Bissau,2008,1660
Guinea-Bissau,2009,1670
Guinea-Bissau,2010,1700
Equatorial Guinea,1990,1360
Equatorial Guinea,1991,1280
Equatorial Guinea,1992,1570
Equatorial Guinea,1993,1650
Equatorial Guinea,1994,1800
Equatorial Guinea,1995,1990
Equatorial Guinea,1996,3020
Equatorial Guinea,1997,6870
Equatorial Guinea,1998,8060
Equatorial Guinea,1999,9640
Equatorial Guinea,2000,10.8k
Equatorial Guinea,2001,16.7k
Equatorial Guinea,2002,18.9k
Equatorial Guinea,2003,20.5k
Equatorial Guinea,2004,26.5k
Equatorial Guinea,2005,29.2k
Equatorial Guinea,2006,29.8k
Equatorial Guinea,2007,32.6k
Equatorial Guinea,2008,36.3k
Equatorial Guinea,2009,34.8k
Equatorial Guinea,2010,29.9k
Greece,1990,23.6k
Greece,1991,24.2k
Greece,1992,24.2k
Greece,1993,23.8k
Greece,1994,24.2k
Greece,1995,24.7k
Greece,1996,25.3k
Greece,1997,26.4k
Greece,1998,27.3k
Greece,1999,28.1k
Greece,2000,29.1k
Greece,2001,30.2k
Greece,2002,31.3k
Greece,2003,33.1k
Greece,2004,34.7k
Greece,2005,34.8k
Greece,2006,36.6k
Greece,2007,37.7k
Greece,2008,37.5k
Greece,2009,35.7k
Greece,2010,33.7k
Grenada,1990,8970
Grenada,1991,9020
Grenada,1992,8820
Grenada,1993,8530
Grenada,1994,8570
Grenada,1995,8660
Grenada,1996,8950
Grenada,1997,9320
Grenada,1998,10.3k
Grenada,1999,11k
Grenada,2000,11.4k
Grenada,2001,11.1k
Grenada,2002,11.4k
Grenada,2003,12.4k
Grenada,2004,12.2k
Grenada,2005,13.7k
Grenada,2006,13k
Grenada,2007,13.7k
Grenada,2008,13.7k
Grenada,2009,12.7k
Grenada,2010,12.5k
Guatemala,1990,5980
Guatemala,1991,6000
Guatemala,1992,6110
Guatemala,1993,6170
Guatemala,1994,6230
Guatemala,1995,6350
Guatemala,1996,6350
Guatemala,1997,6450
Guatemala,1998,6590
Guatemala,1999,6660
Guatemala,2000,6710
Guatemala,2001,6690
Guatemala,2002,6770
Guatemala,2003,6770
Guatemala,2004,6810
Guatemala,2005,6870
Guatemala,2006,7060
Guatemala,2007,7340
Guatemala,2008,7410
Guatemala,2009,7280
Guatemala,2010,7340
Guyana,1990,4570
Guyana,1991,4870
Guyana,1992,5250
Guyana,1993,5670
Guyana,1994,6150
Guyana,1995,6460
Guyana,1996,6980
Guyana,1997,7420
Guyana,1998,7310
Guyana,1999,7550
Guyana,2000,7460
Guyana,2001,7640
Guyana,2002,7750
Guyana,2003,7710
Guyana,2004,7850
Guyana,2005,7730
Guyana,2006,8160
Guyana,2007,8780
Guyana,2008,8990
Guyana,2009,9370
Guyana,2010,9830
"Hong Kong, China",1990,31.4k
"Hong Kong, China",1991,32.6k
"Hong Kong, China",1992,34.1k
"Hong Kong, China",1993,35.4k
"Hong Kong, China",1994,36.5k
"Hong Kong, China",1995,36.4k
"Hong Kong, China",1996,36.3k
"Hong Kong, China",1997,37.7k
"Hong Kong, China",1998,35k
"Hong Kong, China",1999,35.3k
"Hong Kong, China",2000,37.5k
"Hong Kong, China",2001,37.3k
"Hong Kong, China",2002,37.6k
"Hong Kong, China",2003,38.7k
"Hong Kong, China",2004,41.6k
"Hong Kong, China",2005,44.3k
"Hong Kong, China",2006,46.9k
"Hong Kong, China",2007,49.4k
"Hong Kong, China",2008,50k
"Hong Kong, China",2009,48.6k
"Hong Kong, China",2010,51.4k
Honduras,1990,3970
Honduras,1991,3800
Honduras,1992,3920
Honduras,1993,4050
Honduras,1994,3930
Honduras,1995,4040
Honduras,1996,4020
Honduras,1997,4090
Honduras,1998,4120
Honduras,1999,3970
Honduras,2000,4140
Honduras,2001,4130
Honduras,2002,4170
Honduras,2003,4250
Honduras,2004,4390
Honduras,2005,4540
Honduras,2006,4720
Honduras,2007,4880
Honduras,2008,4970
Honduras,2009,4730
Honduras,2010,4790
Croatia,1990,19k
Croatia,1991,15.1k
Croatia,1992,13.5k
Croatia,1993,12.7k
Croatia,1994,13.7k
Croatia,1995,14.9k
Croatia,1996,16k
Croatia,1997,17.2k
Croatia,1998,17.7k
Croatia,1999,17.6k
Croatia,2000,18.4k
Croatia,2001,19.6k
Croatia,2002,20.7k
Croatia,2003,21.9k
Croatia,2004,22.9k
Croatia,2005,23.8k
Croatia,2006,25k
Croatia,2007,26.3k
Croatia,2008,26.8k
Croatia,2009,24.9k
Croatia,2010,24.6k
Haiti,1990,3140
Haiti,1991,3170
Haiti,1992,2970
Haiti,1993,2790
Haiti,1994,2430
Haiti,1995,2640
Haiti,1996,2720
Haiti,1997,2770
Haiti,1998,2800
Haiti,1999,2840
Haiti,2000,2840
Haiti,2001,2790
Haiti,2002,2790
Haiti,2003,2850
Haiti,2004,2770
Haiti,2005,2830
Haiti,2006,2850
Haiti,2007,2940
Haiti,2008,2990
Haiti,2009,3130
Haiti,2010,2930
Hungary,1990,17.3k
Hungary,1991,15.4k
Hungary,1992,15k
Hungary,1993,15.1k
Hungary,1994,15.7k
Hungary,1995,16k
Hungary,1996,16.2k
Hungary,1997,16.8k
Hungary,1998,17.6k
Hungary,1999,18.3k
Hungary,2000,19.2k
Hungary,2001,20.1k
Hungary,2002,21.2k
Hungary,2003,22.2k
Hungary,2004,23.4k
Hungary,2005,24.5k
Hungary,2006,25.5k
Hungary,2007,25.6k
Hungary,2008,25.9k
Hungary,2009,24.2k
Hungary,2010,24.5k
Indonesia,1990,4800
Indonesia,1991,5050
Indonesia,1992,5280
Indonesia,1993,5530
Indonesia,1994,5840
Indonesia,1995,6200
Indonesia,1996,6550
Indonesia,1997,6730
Indonesia,1998,5740
Indonesia,1999,5680
Indonesia,2000,5850
Indonesia,2001,5960
Indonesia,2002,6120
Indonesia,2003,6310
Indonesia,2004,6510
Indonesia,2005,6770
Indonesia,2006,7020
Indonesia,2007,7340
Indonesia,2008,7650
Indonesia,2009,7870
Indonesia,2010,8210
India,1990,2080
India,1991,2040
India,1992,2090
India,1993,2130
India,1994,2210
India,1995,2310
India,1996,2420
India,1997,2450
India,1998,2540
India,1999,2680
India,2000,2720
India,2001,2790
India,2002,2820
India,2003,2970
India,2004,3140
India,2005,3310
India,2006,3510
India,2007,3700
India,2008,3750
India,2009,3960
India,2010,4210
Ireland,1990,26.5k
Ireland,1991,27k
Ireland,1992,27.8k
Ireland,1993,28.4k
Ireland,1994,30k
Ireland,1995,32.8k
Ireland,1996,35.2k
Ireland,1997,38.7k
Ireland,1998,41.6k
Ireland,1999,45.6k
Ireland,2000,49.2k
Ireland,2001,51.1k
Ireland,2002,53.1k
Ireland,2003,53.8k
Ireland,2004,56.4k
Ireland,2005,58.3k
Ireland,2006,59.5k
Ireland,2007,60.7k
Ireland,2008,56.6k
Ireland,2009,53.1k
Ireland,2010,53.5k
Iran,1990,8940
Iran,1991,9840
Iran,1992,10.2k
Iran,1993,9990
Iran,1994,9820
Iran,1995,9970
Iran,1996,10.6k
Iran,1997,10.6k
Iran,1998,10.7k
Iran,1999,10.8k
Iran,2000,11.2k
Iran,2001,11.4k
Iran,2002,12.2k
Iran,2003,13.1k
Iran,2004,13.4k
Iran,2005,13.6k
Iran,2006,14.1k
Iran,2007,14.9k
Iran,2008,14.7k
Iran,2009,14.6k
Iran,2010,15.1k
Iraq,1990,6810
Iraq,1991,2490
Iraq,1992,3250
Iraq,1993,3880
Iraq,1994,3860
Iraq,1995,3800
Iraq,1996,4170
Iraq,1997,4780
Iraq,1998,6190
Iraq,1999,7100
Iraq,2000,8120
Iraq,2001,8210
Iraq,2002,7540
Iraq,2003,4780
Iraq,2004,7150
Iraq,2005,7080
Iraq,2006,7420
Iraq,2007,7600
Iraq,2008,8050
Iraq,2009,7990
Iraq,2010,8180
Iceland,1990,36.3k
Iceland,1991,35.8k
Iceland,1992,34k
Iceland,1993,34k
Iceland,1994,34.8k
Iceland,1995,34.5k
Iceland,1996,35.8k
Iceland,1997,37.6k
Iceland,1998,39.8k
Iceland,1999,40.8k
Iceland,2000,42.1k
Iceland,2001,43.2k
Iceland,2002,42.9k
Iceland,2003,43.5k
Iceland,2004,46.4k
Iceland,2005,48.4k
Iceland,2006,50.2k
Iceland,2007,53k
Iceland,2008,53.1k
Iceland,2009,48.8k
Iceland,2010,47.5k
Israel,1990,24.7k
Israel,1991,24.4k
Israel,1992,25.1k
Israel,1993,25.3k
Israel,1994,26.2k
Israel,1995,27.8k
Israel,1996,28.6k
Israel,1997,28.8k
Israel,1998,29.2k
Israel,1999,29.4k
Israel,2000,31k
Israel,2001,30.3k
Israel,2002,29.6k
Israel,2003,29.4k
Israel,2004,30.1k
Israel,2005,30.8k
Israel,2006,31.8k
Israel,2007,33.1k
Israel,2008,33.5k
Israel,2009,32.9k
Israel,2010,34.1k
Italy,1990,36.4k
Italy,1991,37.1k
Italy,1992,37.4k
Italy,1993,37.1k
Italy,1994,38k
Italy,1995,39.1k
Italy,1996,39.7k
Italy,1997,40.4k
Italy,1998,41.1k
Italy,1999,41.8k
Italy,2000,43.4k
Italy,2001,44.2k
Italy,2002,44.2k
Italy,2003,44.1k
Italy,2004,44.4k
Italy,2005,44.5k
Italy,2006,45.2k
Italy,2007,45.6k
Italy,2008,44.8k
Italy,2009,42.1k
Italy,2010,42.7k
Jamaica,1990,8600
Jamaica,1991,8890
Jamaica,1992,9030
Jamaica,1993,9640
Jamaica,1994,9720
Jamaica,1995,9870
Jamaica,1996,9800
Jamaica,1997,9620
Jamaica,1998,9350
Jamaica,1999,9400
Jamaica,2000,9430
Jamaica,2001,9520
Jamaica,2002,9660
Jamaica,2003,9980
Jamaica,2004,10.1k
Jamaica,2005,10.1k
Jamaica,2006,10.4k
Jamaica,2007,10.5k
Jamaica,2008,10.4k
Jamaica,2009,9880
Jamaica,2010,9700
Jordan,1990,8200
Jordan,1991,7930
Jordan,1992,8620
Jordan,1993,8550
Jordan,1994,8570
Jordan,1995,8750
Jordan,1996,8660
Jordan,1997,8730
Jordan,1998,8800
Jordan,1999,8910
Jordan,2000,9090
Jordan,2001,9370
Jordan,2002,9690
Jordan,2003,9850
Jordan,2004,10.4k
Jordan,2005,10.9k
Jordan,2006,11k
Jordan,2007,11.2k
Jordan,2008,11.6k
Jordan,2009,11.9k
Jordan,2010,11.9k
Japan,1990,35.1k
Japan,1991,36.1k
Japan,1992,36.2k
Japan,1993,35.8k
Japan,1994,36k
Japan,1995,36.7k
Japan,1996,37.6k
Japan,1997,37.8k
Japan,1998,37.1k
Japan,1999,36.8k
Japan,2000,37.6k
Japan,2001,37.5k
Japan,2002,37.3k
Japan,2003,37.7k
Japan,2004,38.3k
Japan,2005,38.9k
Japan,2006,39.3k
Japan,2007,39.7k
Japan,2008,39k
Japan,2009,36.7k
Japan,2010,38.1k
Kazakhstan,1990,14.3k
Kazakhstan,1991,12.6k
Kazakhstan,1992,11.9k
Kazakhstan,1993,10.8k
Kazakhstan,1994,9590
Kazakhstan,1995,8960
Kazakhstan,1996,9120
Kazakhstan,1997,9390
Kazakhstan,1998,9350
Kazakhstan,1999,9670
Kazakhstan,2000,10.6k
Kazakhstan,2001,12k
Kazakhstan,2002,13.2k
Kazakhstan,2003,14.3k
Kazakhstan,2004,15.5k
Kazakhstan,2005,16.8k
Kazakhstan,2006,18.4k
Kazakhstan,2007,19.7k
Kazakhstan,2008,19.9k
Kazakhstan,2009,19.7k
Kazakhstan,2010,20.8k
Kenya,1990,3270
Kenya,1991,3240
Kenya,1992,3140
Kenya,1993,3090
Kenya,1994,3110
Kenya,1995,3190
Kenya,1996,3260
Kenya,1997,3210
Kenya,1998,3250
Kenya,1999,3260
Kenya,2000,3200
Kenya,2001,3240
Kenya,2002,3180
Kenya,2003,3190
Kenya,2004,3270
Kenya,2005,3370
Kenya,2006,3490
Kenya,2007,3630
Kenya,2008,3540
Kenya,2009,3550
Kenya,2010,3740
Kyrgyz Republic,1990,5840
Kyrgyz Republic,1991,5250
Kyrgyz Republic,1992,4430
Kyrgyz Republic,1993,3740
Kyrgyz Republic,1994,2970
Kyrgyz Republic,1995,2760
Kyrgyz Republic,1996,2890
Kyrgyz Republic,1997,3100
Kyrgyz Republic,1998,3100
Kyrgyz Republic,1999,3140
Kyrgyz Republic,2000,3250
Kyrgyz Republic,2001,3370
Kyrgyz Republic,2002,3320
Kyrgyz Republic,2003,3490
Kyrgyz Republic,2004,3670
Kyrgyz Republic,2005,3600
Kyrgyz Republic,2006,3660
Kyrgyz Republic,2007,3910
Kyrgyz Republic,2008,4180
Kyrgyz Republic,2009,4230
Kyrgyz Republic,2010,4140
Cambodia,1990,1690
Cambodia,1991,1740
Cambodia,1992,1780
Cambodia,1993,1760
Cambodia,1994,1240
Cambodia,1995,1300
Cambodia,1996,1320
Cambodia,1997,1340
Cambodia,1998,1360
Cambodia,1999,1480
Cambodia,2000,1580
Cambodia,2001,1670
Cambodia,2002,1730
Cambodia,2003,1830
Cambodia,2004,1970
Cambodia,2005,2180
Cambodia,2006,2360
Cambodia,2007,2540
Cambodia,2008,2650
Cambodia,2009,2600
Cambodia,2010,2710
Kiribati,1990,2210
Kiribati,1991,2160
Kiribati,1992,2140
Kiribati,1993,2120
Kiribati,1994,2120
Kiribati,1995,2080
Kiribati,1996,2070
Kiribati,1997,2060
Kiribati,1998,2150
Kiribati,1999,2070
Kiribati,2000,2150
Kiribati,2001,2070
Kiribati,2002,2100
Kiribati,2003,2090
Kiribati,2004,2010
Kiribati,2005,2050
Kiribati,2006,2010
Kiribati,2007,2000
Kiribati,2008,1910
Kiribati,2009,1880
Kiribati,2010,1820
St. Kitts and Nevis,1990,16k
St. Kitts and Nevis,1991,15.6k
St. Kitts and Nevis,1992,16k
St. Kitts and Nevis,1993,16.8k
St. Kitts and Nevis,1994,17.4k
St. Kitts and Nevis,1995,18k
St. Kitts and Nevis,1996,18.7k
St. Kitts and Nevis,1997,19.6k
St. Kitts and Nevis,1998,19.1k
St. Kitts and Nevis,1999,19.4k
St. Kitts and Nevis,2000,20.9k
St. Kitts and Nevis,2001,21.6k
St. Kitts and Nevis,2002,21.7k
St. Kitts and Nevis,2003,20.6k
St. Kitts and Nevis,2004,21.2k
St. Kitts and Nevis,2005,23k
St. Kitts and Nevis,2006,23.5k
St. Kitts and Nevis,2007,23.5k
St. Kitts and Nevis,2008,25.8k
St. Kitts and Nevis,2009,24.7k
St. Kitts and Nevis,2010,24.6k
South Korea,1990,14.3k
South Korea,1991,15.5k
South Korea,1992,16.2k
South Korea,1993,17k
South Korea,1994,18.2k
South Korea,1995,19.7k
South Korea,1996,20.9k
South Korea,1997,21.8k
South Korea,1998,20.4k
South Korea,1999,22.4k
South Korea,2000,24.1k
South Korea,2001,24.9k
South Korea,2002,26.5k
South Korea,2003,27.1k
South Korea,2004,28.2k
South Korea,2005,29.2k
South Korea,2006,30.5k
South Korea,2007,31.9k
South Korea,2008,32.5k
South Korea,2009,32.5k
South Korea,2010,34.4k
Kuwait,1990,21.4k
Kuwait,1991,18.1k
Kuwait,1992,33.4k
Kuwait,1993,46.2k
Kuwait,1994,52.4k
Kuwait,1995,55.8k
Kuwait,1996,56k
Kuwait,1997,56.5k
Kuwait,1998,57.5k
Kuwait,1999,55.3k
Kuwait,2000,56.8k
Kuwait,2001,55.9k
Kuwait,2002,56.6k
Kuwait,2003,65.1k
Kuwait,2004,70.4k
Kuwait,2005,75.2k
Kuwait,2006,76.6k
Kuwait,2007,76.5k
Kuwait,2008,73.9k
Kuwait,2009,64.8k
Kuwait,2010,59.8k
Lao,1990,1970
Lao,1991,2000
Lao,1992,2060
Lao,1993,2120
Lao,1994,2240
Lao,1995,2340
Lao,1996,2440
Lao,1997,2550
Lao,1998,2600
Lao,1999,2740
Lao,2000,2850
Lao,2001,2960
Lao,2002,3090
Lao,2003,3220
Lao,2004,3380
Lao,2005,3560
Lao,2006,3780
Lao,2007,4020
Lao,2008,4250
Lao,2009,4490
Lao,2010,4790
Lebanon,1990,5360
Lebanon,1991,7790
Lebanon,1992,8780
Lebanon,1993,9610
Lebanon,1994,10.4k
Lebanon,1995,11k
Lebanon,1996,12k
Lebanon,1997,12k
Lebanon,1998,12.4k
Lebanon,1999,12.3k
Lebanon,2000,12.3k
Lebanon,2001,12.7k
Lebanon,2002,13k
Lebanon,2003,13.4k
Lebanon,2004,14.1k
Lebanon,2005,14.3k
Lebanon,2006,14.3k
Lebanon,2007,15.4k
Lebanon,2008,16.5k
Lebanon,2009,18k
Lebanon,2010,19.2k
Liberia,1990,1940
Liberia,1991,1710
Liberia,1992,1090
Liberia,1993,721
Liberia,1994,555
Liberia,1995,513
Liberia,1996,541
Liberia,1997,1020
Liberia,1998,1210
Liberia,1999,1370
Liberia,2000,1670
Liberia,2001,1700
Liberia,2002,1760
Liberia,2003,1210
Liberia,2004,1210
Liberia,2005,1220
Liberia,2006,1250
Liberia,2007,1300
Liberia,2008,1340
Liberia,2009,1370
Liberia,2010,1420
Libya,1990,21.9k
Libya,1991,26.2k
Libya,1992,25.6k
Libya,1993,24.7k
Libya,1994,25.9k
Libya,1995,22.9k
Libya,1996,23.7k
Libya,1997,23.7k
Libya,1998,23.6k
Libya,1999,23.7k
Libya,2000,24.6k
Libya,2001,24.1k
Libya,2002,23.7k
Libya,2003,26.5k
Libya,2004,27.4k
Libya,2005,30.1k
Libya,2006,31.7k
Libya,2007,33.1k
Libya,2008,32.7k
Libya,2009,30.6k
Libya,2010,31.4k
St. Lucia,1990,10k
St. Lucia,1991,10k
St. Lucia,1992,10.8k
St. Lucia,1993,10.8k
St. Lucia,1994,11k
St. Lucia,1995,11.1k
St. Lucia,1996,11.5k
St. Lucia,1997,11.4k
St. Lucia,1998,12.1k
St. Lucia,1999,12.4k
St. Lucia,2000,12.4k
St. Lucia,2001,11.9k
St. Lucia,2002,12k
St. Lucia,2003,12.4k
St. Lucia,2004,13.3k
St. Lucia,2005,13.2k
St. Lucia,2006,14k
St. Lucia,2007,14.2k
St. Lucia,2008,14.8k
St. Lucia,2009,14.3k
St. Lucia,2010,14.4k
Sri Lanka,1990,4360
Sri Lanka,1991,4550
Sri Lanka,1992,4580
Sri Lanka,1993,4830
Sri Lanka,1994,5040
Sri Lanka,1995,5260
Sri Lanka,1996,5470
Sri Lanka,1997,5790
Sri Lanka,1998,5920
Sri Lanka,1999,6090
Sri Lanka,2000,6400
Sri Lanka,2001,6220
Sri Lanka,2002,6380
Sri Lanka,2003,6680
Sri Lanka,2004,6950
Sri Lanka,2005,7300
Sri Lanka,2006,7770
Sri Lanka,2007,8210
Sri Lanka,2008,8610
Sri Lanka,2009,8830
Sri Lanka,2010,9440
Lesotho,1990,1560
Lesotho,1991,1590
Lesotho,1992,1650
Lesotho,1993,1660
Lesotho,1994,1710
Lesotho,1995,1710
Lesotho,1996,1770
Lesotho,1997,1800
Lesotho,1998,1790
Lesotho,1999,1780
Lesotho,2000,1830
Lesotho,2001,1880
Lesotho,2002,1880
Lesotho,2003,1950
Lesotho,2004,1980
Lesotho,2005,2040
Lesotho,2006,2110
Lesotho,2007,2180
Lesotho,2008,2280
Lesotho,2009,2220
Lesotho,2010,2320
Lithuania,1990,18.3k
Lithuania,1991,17.3k
Lithuania,1992,13.6k
Lithuania,1993,11.4k
Lithuania,1994,10.4k
Lithuania,1995,10.8k
Lithuania,1996,11.5k
Lithuania,1997,12.5k
Lithuania,1998,13.5k
Lithuania,1999,13.4k
Lithuania,2000,14k
Lithuania,2001,15k
Lithuania,2002,16.2k
Lithuania,2003,18k
